,Title,Unnamed: 1,GMD,Unnamed: 3,Unnamed: 4,Unnamed: 5,Publisher,Unnamed: 7,Unnamed: 8,Type of book,Call #,?,Publishing city,Call #.1,?.1,?.2,?.3,Author,Category,Item
0,1 Jam Membuat Boneka Mungil dari Kain Felt,Felt,Text,,,,Demedia,2010,,Kreasi Kreatif,745.5,,Jakarta,745.5,,,,<Stephani >,<Aktivitas - Umum>,<T704699>
1,10 Penyakit Utama Plus Gangguan Jantung,tung,Text,,,,Majalah Flona,2009,,"Terapi Herba, Buah, Sayuran",614.5,,Jakarta,614.5,,,,<Tim Penulis>,<Umum>,<T702576>
2,10 Things To Do Before I Die, Die,Text,,,,Gramedia Pustaka Utama,2008,,Teenlit,823,,Jakarta,823,,,,<Daniel Ehrenhaft>,<Novel / Fiksi>,<T701105><T701106>
3,100 Atlet yang Berpengaruh di dalam Sejarah Olahraga,raga,Text,,,,Karisma Publishing Group,2005,,Seri Sekilas Mengetahui,905,,Batam,905,,,,<Timothy Jacobs>,<Pengetahuan Dewasa>,<T701573>
4,100 Bencana Terbesar sepanjang Masa,Masa,Text,,,,Karisma Publishing Group,2006,,Seri Sekilas Mengetahui,904,,Batam,904,,,,<Stephen J. Spignesi>,<Pengetahuan Dewasa>,<T700280>
5,100 Binatang Pemecah Rekor,ekor,Text,,,,Argomedia Pustaka,2009,,Pengetahuan Anak,156.3,,Jakarta,156.3,,,,<Tim Orange Picture>,<Pengetahuan Dewasa>,<T702164>
6,100 Game Kreatif,atif,Text,,,,Gradien Mediatama,2008,,Permainan,394.3,,Yogyakarta,394.3,,,,<Sya'ban Jamil><Taufik Hidayanto>,<Aktivitas - Umum>,<T700546>
7,100 Hal paling Bikin Penasaran,aran,Text,,,,"PT. Gramedia Pustaka Utama, Jakarta",2011,,Pengetahuan,,,Jakarta,,,,,<>,<Pengetahuan Dewasa>,<T704857>
8,100 jam, jam,Text,,,,Gramedia Pustaka Utama,2007,,Teenlit,813,,Jakarta,813,,,,<Amalia Suryani><Andryan Suhardi>,<Novel / Fiksi>,<T701306>
9,100 Keajaiban Alam Dunia,unia,Text,,,,Karisma Publishing Group,,,Seri Sekilas Mengetahui,901,,,901,,,,<Bill Yenne>,<Pengetahuan Dewasa>,<T700283>
10,100 Kota Besar Bersejarah di Dunia,unia,Text,,,,Ladang Pustaka,2001,,Buku Pintar,909,,Jakarta,909,,,,<Tim Penulis                      >,<Pengetahuan Dewasa>,<T702226>
11,100 Kota Paling Penting di Dalam Sejarah Dunia,unia,Text,,,,Karisma Publishing Group,2008,,Seri Sekilas Mengetahui,905,,Batam,905,,,,<Chrisanne Beckner>,<Pengetahuan Dewasa>,<T701571>
12,100 Pemimpin Dunia yang Berpengaruh di dalam Sejarah Dunia,unia,Text,,,,Karisma Publishing Group,2001,,Seri Sekilas Mengetahui,922,,Batam,922,,,,<Kathleen Paparchontis>,<Pengetahuan Dewasa>,<T701572>
13,100 Penulis yang Membentuk Sejarah Dunia,unia,Text,,,,Progres,2005,,Pustaka Pintar,905,,Jakarta,905,,,,<Tim Penulis                   >,<Pengetahuan Dewasa>,<T702082>
14,100 Peperangan Yang Berpengaruh Di Dalam Sejarah Dunia,unia,Text,,,,Karisma Publishing Group,2007,,Seri Sekilas Mengetahui,904,,Tangerang,904,,,,<Samuel Willard Crampton>,<Pengetahuan Dewasa>,<T700282>
15,100 Peristiwa Penting Dalam Sejarah Kristen,sten,Text,,,,BPK Gunung Mulia,2001,,Buku Rohani,270,,Jakarta,270,,,,<A Kenneth Curtis>,<Buku Rohani>,<T703848>
16,100 Peristiwa yang Berpengaruh di dalam Sejarah Dunia,unia,Text,,,,Karisma Publishing Group,1993,,Seri Sekilas Mengetahui,905,,Batam,905,,,,<Bill Yenne>,<Pengetahuan Dewasa>,<T701575>
17,100 Peta Tempat Jajan dan Makan di Bogor,ogor,Text,,,,Gramedia Pustaka Utama,2008,,Buku Pegangan Wajib Pencinta Wisata Kuliner,641.5,,Jakarta,641.5,,,,<Lilly T.Erwin><Abang Erwin>,<Masak-makanan>,<T701521>
18,100 Pria yang Berpengaruh  di dalam Sejarah Dunia,unia,Text,,,,Karisma Publishing Group,2005,,Seri Sekilas Mengetahui,901.72,,Batam,901.72,,,,<Bill Yenne>,<Pengetahuan Dewasa>,<T701574>
19,100 Resep Baru Plus,Plus,Text,,,,Gaya Favorit Press,,,Femina,641.5,,Jakarta,641.5,,,,<Tim Penulis >,<Masak-makanan>,<T703946><T703947>
20,100 Resep Es Campur & Minuman Segar,egar,Text,,,,Gramedia Pustaka Utama,2009,,Resep Masakan,641.8,,Jakarta,641.8,,,,<Dapur Kirana>,<Masak-minuman>,<T702666>
21,100 Resep Kue Kering,ring,Text,,,,Gramedia Pustaka Utama,2008,,Resep Masakan,641.8,,Jakarta,641.8,,,,<Liem>,<Masak-kue>,<T702665>
22,100 Resep Sop & Soto Indonesia,esia,Text,,,,Gramedia Pustaka Utama,2010,,Resep Masakan,641.6,,Jakarta,641.6,,,,<Dapur Kirana >,<Masak-makanan>,<T703792>
23,100 Taya Jawab Tentang Yesus,esus,Text,,,,Visimedia,2006,,Buku Kristen,232,,Tangerang,232,,,,<Daniel Robby>,<Buku Rohani>,<T701283>
24,100 Tokoh paling Berpengaruh Sepanjang Masa,Masa,Text,,,,Karisma Publishing Group,2005,,Seri Sekilas Mengetahui,901,,Batam,901,,,,<Michael H. Hart>,<Pengetahuan Dewasa>,<T700281>
25,100 Wanita yang Berpengaruh di dalam Sejarah Dunia,unia,Text,,,,Karisma Publishing Group,2005,,Seri Sekilas Mengetahui,901.72,,Batam,901.72,,,,<Gail Meyer Rolka>,<Pengetahuan Dewasa>,<T701570>
26,1000 Kata dan Gambar,mbar,Text,,,,Binarupa Aksara,1995,,Kamus Anak,403,,Jakarta,403,,,,<Richard Powell>,<Kamus>,<T702038>
27,1000 Kata Motivasi Ampuh,mpuh,Text,,,,Great! Publisher,2009,,Buku Rohani,248,,Yogyakarta,248,,,,<Great! Team>,<Buku Rohani>,<T702683>
28,101 Cerita Nusantara,tara,Text,,,,Trans Media,2009,,Kumpulan Dongeng,813,,Jakarta,813,,,,<Tim Optima Picture>,<Cerita Anak>,<T702537>
29,101 Dalmatians Anjing Salju,alju,Text,,,,Gramedia Pustaka Utama,,,Seri Pustaka Kecil,823,,,823,,,,<Mala Suhendra>,<Cerita Anak>,<T700062>
30,101 Eksperimen dengan Air, Air,Text,,,,Tiga Serangkai,2009,,101 Eksperimen,551.4,,Solo,551.4,,,,<Anita van Saan >,<Pengetahuan Anak>,<T704370>
31,101 Eksperimen dengan Tumbuhan,uhan,Text,,,,Tiga Serangkai,2009,,101 Eksperimen,580,,Solo,580,,,,<Anita van Saan >,<Pengetahuan Anak>,<T704369>
32,101 Masakan Lezat untuk Pemula,mula,Text,,,,Kriya Pustaka,2010,,Resep Masakan,641.5,,Jakarta,641.5,,,,<T S Dharmaputra >,<Masak-makanan>,<T703802>
33,101 Peluang Bisnis Sampngan Bagi Karyawan,awan,Text,,,,MedPress,2007,,Peluang Usaha,650,,Yogyakarta,650,,,,<Erick Namara >,<Umum>,<T703774>
34,112 Permaian Kreatif untuk Memotivasi Anak,Anak,Text,,,,Pustaka Bina Swadaya,2009,,Aktivitas,394.3,,Jakarta,394.3,,,,<Agus Supriyo>,<Aktivitas - Umum>,<T702534>
35,12 Dancing Princesses,sses,Text,,,,Gramedia Pustaka Utama,2008,,Barbie,823,,Jakarta,823,,,,<Mary Man-Kong >,<Cerita Anak>,<T704438>
36,123',123',Text,,,,Quality Press,,,Seri Tarantula,823,,,823,,,,<Judy Hamilton>,<Cerita Anak>,<T700324>
37,125 Pahlawan Dan Pejuang Nusantara,tara,Text,,,,Pustaka Widyatama,2008,,Umum,900,,Yogyakarta,900,,,,<Gamal Komandoko>,<Pengetahuan Dewasa>,<T700948><T700949><T700950><T700951><T700952>
42,2 Of Me,f Me,Text,,,,Dari Mizan,2008,,Kecil -  Kecil Punya Karya,153.35,,Bandung,153.35,,,,<Izzati>,<Cerita Anak>,<T701156><T701157>
44,20 Kreasi Putih Telur,elur,Text,,,,Media Boga Utama,2008,,-,641.8,,Jakarta,641.8,,,,<Saji>,<Masak-kue>,<T700500>
45,21 Bisnis Sampingan Untuk Mahasiswa,iswa,Text,,,,Transmedia,2007,,Peluang Bisnis,650,,Jakarta,650,,,,<Rani Koswara>,<Umum>,<T700936><T700937>
47,25 Resep Sehat Berdasarkan Khasiat Warna Makanan,anan,Text,,,,Andi,2012,,Sehat Tapi Enak,,,Yogyakarta,,,,,<Yohanes Sunardi >,<Masak-makanan>,<T704886>
48,27 Tahun Sebagai Kristen Terselubung,bung,Text,,,,BPK Gunung Mulia,2001,,Seri Kesaksian,248,,Jakarta,248,,,,<Tim Penulis >,<Buku Rohani>,<T703882>
49,2700 Peribahasa Indonesia Plus Pantun,ntun,Text,,,,WahyuMedia,2007,,Peribahasa,398.9,,Jakarta,398.9,,,,<Ajen Dianawati>,<Kamus>,<T700558><T700934><T700935>
52,28 Kreasi Aksesori Corn Craft,raft,Text,,,,Gramedia Pustaka Utama,2009,,Kreativitas,745.5,,Jakarta,745.5,,,,<Henny Widjaja >,<Aktivitas - Umum>,<T703785>
53,3 Hari Jago Main Gitar,itar,Text,,,,Buku Kita,2009,,Kreatifitas,781,,Jakarta,781,,,,<Ainky>,<Aktivitas - Umum>,<T702199>
54,3:16 Angka Pengharapan,apan,Text,,,,Gloria Graffa,2008,,Buku Rohani,238,,Yogyakarta,238,,,,<Max Lucado>,<Buku Rohani>,<T701553>
55,30 Menit Memasak Makan Malam,alam,Text,,,,Pustaka Anggrek,2008,,Menu Favorit Siap Saji,641.5,,Yogyakarta,641.5,,,,<Tim Dapur Anggrek>,<Masak-makanan>,<T700652>
56,30 Menit Memasak Makan Siang,iang,Text,,,,Pustaka Anggrek,2008,,Menu Favorit Siap Saji,641.5,,Yogyakarta,641.5,,,,<Tim Dapur Anggrek>,<Masak-makanan>,<T700651>
57,30 Menu 2 Hidangan Masakan Bali,Bali,Text,,,,Gramedia Pustaka Utama,2010,,Buku Masakan,641.5,,Jakarta,641.5,,,,<Dewi Untari >,<Masak-makanan>,<T703507>
58,300 Game Kreatif,atif,Text,,,,Gradien Mediatama,2009,,Games,688.7,,Yogyakarta,688.7,,,,<Hendri Bun>,<Aktivitas - Umum>,<T703116>
59,31 Kreasi Corn Craft Karya Anak,Anak,Text,,,,Gramedia Pustaka Utama,2010,,Kreativitas,745.5,,Jakarta,745.5,,,,<Henny Indarti Widjaja>,<Aktivitas - Umum>,<T703784>
60,32 Boneka Kain Percak,rcak,Text,,,,Tiara Aksa,2007,,Kreasi,745.5,,Surabaya,745.5,,,,<Linda Gunawan>,<Aktivitas - Umum>,<T700552>
61,34 Bocah Superhero yang Menggemparkan Dunia,unia,Text,,,,Pusaka Makmur,,,,,,,,,,,<Yayang Yuananda >,<Pengetahuan Dewasa>,<T705011>
62,366 Alam dan Lingkungan,ngan,Text,,,,Karisma Publishing Group,,,Cerita,823,,,823,,,,<Anne Bonhormme>,<Cerita Anak>,<T700344>
63,366 Cerita Aneka Satwa Seluruh Dunia,unia,Text,,,,Karisma Publishing Group,2005,,Cerita Aneka Satwa,823,,Batam,823,,,,<Colin Clark>,<Cerita Anak>,<T700204>
64,366 Keajaiban Dunia,unia,Text,,,,Karisma Publishing Group,,,Cerita,823,,,823,,,,<Andree Bertino>,<Cerita Anak>,<T700345>
65,39 Kreasi Kartu Ucapan Cantik,ntik,Text,,,,Gramedia Pustaka Utama,2008,,Kreativitas,745.5,,Jakarta,745.5,,,,<Iva Hardiana >,<Aktivitas - Umum>,<T703781>
66,4 Hari Jago Manipulasi Photoshop,shop,Text,,,,Media Kita,2010,,Seri Komputer Grafis,770,,Jakarta,770,,,,<Asep Effendhy >,<Umum>,<T704240>
67,5 Terobosan menjadi Artis,rtis,Text,,,,Kepustakaan Majelis Budaya Rakyat,2007,,Pengetahuan,153.3,,Jakarta,153.3,,,,<Zak Sorga>,<Pengetahuan Dewasa>,<T702848>
68,50 Kreasi Bungkus Kado Cantik dan Unik,Unik,Text,,,,Gramedia Pustaka Utama,2010,,Terampil Membuat,745.5,,Jakarta,745.5,,,,<Iva Hardiana >,<Aktivitas - Umum>,<T704232>
69,50 Quick Team building Games,ames,Text,,,,Bhuana Ilmu Populer,2007,,Umum - Dewasa,688.7,,Jakarta,688.7,,,,<Brian Cole Miller>,<Umum>,<T700639>
70,500 Tanaman Hias Populer,uler,Text,,,,Gramedia Pustaka Utama,2008,,Pustaka Taman,638.9,,Jakarta,638.9,,,,<Evy Limin>,<Umum>,<T700615>
71,500 Tanaman Hias Populer,uler,Text,,,,Gramedia Pustaka Utama,2008,,Pustaka Taman,638.9,,Jakarta,638.9,,,,<Evy Limin>,<Umum>,<T700616>
72,60 hari Lancar Membaca,baca,Text,,,,Wahyu Media,2009,,ABC,372.4,,Jakarta,372.4,,,,<Arya Ajisaka>,<Aktivitas Anak>,<T702562>
73,7 Bola Kristal,stal,Text,,,,Gramedia Pustaka Utama,2008,,Petualangan Tintin,823,,Jakarta,823,,,,<Herge>,<Komik Bergambar>,<T701380>
74,7 Jemaat dalam Kitab Wahyu,ahyu,Text,,,,Media Injil Kerajaan,,,Buku Rohani,228,,Semarang,228,,,,<Yusak Tjipto Purnomo>,<Buku Rohani>,<T702862><T703018>
76,7 Pokok Iman Anak _ Anak Yesus,esus,Text,,,,Visimedia,2006,,Buku Kristen,232,,Tangerang,232,,,,<Flavianus Darman>,<Buku Rohani>,<T701282>
77,7 Tanda Dahsyat Akhir Zaman,aman,Text,,,,Metanoia Publishing,2009,,Buku Rohani,236,,Jakarta,236,,,,<A H Mandey>,<Buku Rohani>,<T702685>
78,7 Tingkatan Sampai ke Tahta-Nya,#NAME?,Text,,,,Media Injil Kerajaan,2010,,Buku Rohani,248,,Semarang,248,,,,<Petrus Agung Purnomo >,<Buku Rohani>,<T704624>
79,77 Kebenaran yang Hakiki dalam Pelayanan,anan,Text,,,,Media Injil Kerajaan,,,Buku Rohani,248,,Semarang,248,,,,<Larry Keefauver>,<Buku Rohani>,<T703871>
80,81 Diet Sehat Golongan Darah A,ah A,Text,,,,Gramedia Pustaka Utama,2008,,Resep Sehat Alami Selera Indonesia,641.5,,Jakarta,641.5,,,,<Wied Harry Apriadji>,<Masak-makanan>,<T700459>
81,81 Diet Sehat Golongan Darah AB,h AB,Text,,,,Gramedia Pustaka Utama,2008,,Resep Sehat Alami Selera Indonesia,641.5,,Jakarta,641.5,,,,<Wied Harry Apriadji>,<Masak-makanan>,<T700458>
82,81 Diet Sehat Golongan Darah B,ah B,Text,,,,Gramedia Pustaka Utama,2008,,Resep Sehat Alami Selera Indonesia,641.5,,Jakarta,641.5,,,,<Wied Harry Apriadji>,<Masak-makanan>,<T700460>
83,81 Diet Sehat Golongan Darah O,ah O,Text,,,,Gramedia Pustaka Utama,2008,,Resep Sehat Alami Selera Indonesia,641.5,,Jakarta,641.5,,,,<Wied Harry Apriadji>,<Masak-makanan>,<T700457>
84,812 Resep Untuk Mengobati Penyakit,akit,Text,,,,Penebar Swadaya,2007,,Tanaman Obat,633.88,,Jakarta,633.88,,,,<H. Arief Hariana>,<Umum>,<T700539>
85,88 Variasi Adenium Agar Rajin Berbunga,unga,Text,,,,Penebar Swadaya,2007,,Tanaman Hias,635.93,,Jakarta,635.93,,,,<Octa Sugih>,<Umum>,<T700532>
86,9 Bulan yang Penuh Keajaiban,iban,Text,,,,Araska,2008,,Umum - Dewasa,612,,,612,,,,<Annia Kissanti>,<Umum>,<T700640>
87,99 % Lulus UASBN SD 2010,2010,Text,,,,C Media,2009,,Seri 5 Tahun,371.32,,Jakarta,371.32,,,,<Randi Renggana>< Dewi Rossalia>< Tutuk Rukmono>,<Buku Pelajaran>,<T703110>
88,99% Lulus UASBN SD 2010,2010,Text,,,,C Media,2009,,Seri 5 Tahun,371.32,,Jakarta,371.32,,,,<Randi Renggana>< Dewi Rossalia>< Tutuk Rukmono >,<Buku Pelajaran>,<T703298>
89,A Child Called 'It','It',Text,,,,Gramedia Pustaka Utama,2002,,Kisah Nyata,823,,Jakarta,823,,,,<Dave Pelzer>,<Umum>,<T704243>
90,A Cup of Chicken Soup for the Soul,Soul,Text,,,,Gramedia Pustaka Utama,2009,,Chicken Soup for the Soul,823,,Jakarta,823,,,,<Jack Canfield>< Mark Victor Hansen>< Barry Spilchuk>,<Cerita Dewasa>,<T702670>
91,A Friend for Phillipe (Sahabat untuk Phillipe),ipe),Text,,,,Gramedia Pustaka Utama,2009,,Disney Princess,823,,Jakarta,823,,,,<Lara Bergen>,<Cerita Anak>,<T702115>
92,A Life God Rewards,ards,Text,,,,Interaksara,2002,,Seri Terobosan,248,,Batam,248,,,,<Bruce Wilkinson>,<Buku Rohani>,<T701561>
93,A Man Named Dave,Dave,Text,,,,Gramedia Pustaka Utama,2002,,Kisah Nyata,823,,Jakarta,823,,,,<Dave Pelzer >,<Umum>,<T704244>
94,A Moment to Remember (Saat Istimewa),ewa),Text,,,,Gramedia Pustaka Utama,2006,,Disney Princess,823,,Jakarta,823,,,,<Catherine McCafferty>,<Cerita Anak>,<T701881>
95,A Promising Day, Day,Text,,,,Gramedia Pustaka Utama,2010,,Disney Princess,823,,Jakarta,823,,,,<S R Baecker >,<Cerita Anak>,<T703359>
96,A Shadow Warrior (Prajurit Bayangan),gan),Text,,,,Pustaka Lebah,2007,,Choose Your Adventure,823,,Jakarta,823,,,,<Tim Penulis>,<Cerita Anak>,<T702955>
97,A Story of Heroes 11,s 11,Text,,,,Elex Media Komputindo,2008,,Komik,741.3,,Jakarta,741.3,,,,<Choi Mir >,<Komik Bergambar>,<T704508><T704509>
99,A Story of Heroes 15,s 15,Text,,,,Elex Media Komputindo,2008,,Komik,741.3,,Jakarta,741.3,,,,<Choi Mir >,<Komik Bergambar>,<T704510>
100,A Storybook Life,Life,Text,,,,Gramedia Pustaka Utama,2007,,Disney Enchanted,823,,Jakarta,823,,,,<Tennant Redbank>,<Cerita Anak>,<T701357>
101,A Storybook Life,Life,Text,,,,Gramedia Pustaka Utama,2007,,Disney Enchanted,823,,Jakarta,823,,,,<Tennant Redbank >,<Cerita Anak>,<T703257>
102,A Stupid Fox, Fox,Text,,,,Rhythm Publishing Co,2000,,Popular Stories Series,823,,Penang,823,,,,<Tim Penulis>,<Cerita Anak>,<T702903>
103,A Very Lizzie Christmas ( Natal Ala Lizzie ),ie ),Text,,,,Gramedia Pustaka Utama,2004,,Novel,823,,Jakarta,823,,,,<Jasmine Jones>,<Novel / Fiksi>,<T701308>
104,"A Witch also Needs a Holiday, Sometimes",imes,Text,,,,Bhuana Ilmu Populer,2005,,Shirley The Good Little Witch,823,,Jakarta,823,,,,<Arleen>,<Cerita Anak>,<T701939>
105,A Wizard of Earthsea,hsea,Text,,,,Media Klasik Fantasi,2010,,The Earthsea Cycle,823,,Jakarta,823,,,,<Ursula K Le Guin >,<Novel / Fiksi>,<T704480>
106,A Wrinkle in Time,Time,Text,,,,Atria,2010,,Novel Fantasi,823,,Jakarta,823,,,,<Madeleine L'Engle >,<Novel / Fiksi>,<T704486>
107,ABC,ABC,Text,,,,Quality Press,,,Seri Tarantula,823,,,823,,,,<Judy Hamilton>,<Cerita Anak>,<T700323>
108,abc,abc,Text,,,,"Penerbitan Pelangi Sdn, Bhd",2004,,Picture Wonderland,153.1,,Johor Bahru,153.1,,,,<Tim Penulis>,<Aktivitas Anak>,<T702918>
109,Abraham Lincoln,coln,Text,,,,Elex Media Komputindo,2006,,Seri Tokoh Dunia,923,,Jakarta,923,,,,<Klara Siauw>,<Pengetahuan Anak>,<T700377>
110,Abraham Lincoln,coln,Text,,,,Elex Media Komputindo,2008,,Seri Tokoh Dunia,923,,Jakarta,923,,,,<Lie Chin Siu>,<Pengetahuan Anak>,<T702820>
111,Ada Apa di Atas?,tas?,Text,,,,Gramedia Pustaka Utama,1988,,Baby Disney,823,,Jakarta,823,,,,<Tim Penulis              >,<Cerita Anak>,<T702019>
112,Ada Kereta Berjalan di Atas Air, Air,Text,,,,Elex Media Komputindo,2008,,Aku Baru Tahu Kalau,388.4,,Jakarta,388.4,,,,<Kate Petty>,<Pengetahuan Anak>,<T700454><T700838><T700839>
115,Ade Takut Badut,adut,Text,,,,Tira Pustaka,1999,,Ira & Ari,813,,Jakarta,813,,,,<Chandra N Widjaja >,<Cerita Anak>,<T704533>
116,Adik Manis di Balik Pagar,agar,Text,,,,Penerbitan Sarana Bobo,,,Kumpulan Cerpen Bobo,813,,Jakarta,813,,,,<Tim Penulis >,<Cerita Anak>,<T704616>
117,Adik Perempuan Herry,erry,Text,,,,Indira,1990,,Sesame Street,823,,Jakarta,823,,,,<Emily Perl Kingsley>,<Cerita Anak>,<T702033>
118,Adil,Adil,Text,,,,Karisma Publishing Group,2008,,Seri Budi Pekerti,153.8,,Tangerang,153.8,,,,<Zayiah Abdullah/Jufaniza Kamin>,<Cerita Anak>,<T701692>
119,Adjectives (Kata Sifat),fat),Text,,,,Tiga Serangkai,2010,,Grammar Ray,422,,Solo,422,,,,<Andrew Carter >,<Aktivitas Anak>,<T704440>
120,Adonan Clay,Clay,Text,,,,Gramedia Pustaka Utama,2009,,Kreativitas,745.5,,Jakarta,745.5,,,,<Indira >,<Aktivitas - Umum>,<T703776>
121,"Aduh, Perutku Sakit",akit,Text,,,,Elex Media Komputindo,2008,,Rahasia Tubuh Kita,813,,Jakarta,813,,,,<Rani Maria>,<Cerita Anak>,<T700440>
122,Adverbs (Kata Keterangan),gan),Text,,,,Tiga Serangkai,2010,,Grammar Ray,422,,Solo,422,,,,<Andrew Carter >,<Aktivitas Anak>,<T704443>
123,"Agama, Mitologi, Filsafat, Sosial..",al..,Text,,,,Tiga Serangkai,2007,,Ensiklopedia Pengetahuan,30,,Solo,30,,,,<Tim Penulis >,<Pengetahuan Dewasa>,<T703750>
124,"Agama,Mitologi,Filsafat,Sosial,Sejarah Kesenian,Permainan & Rekreasi",easi,Text,,,,Tiga Serangkai,2007,,Ensiklopedia Pengetahuan,30,,Solo,30,,,,<Rosana Hariyanti>,<Pengetahuan Dewasa>,<T700514>
125,Agar Tanaman Cepat Berbuah,buah,Text,,,,AgroMedia Pustaka,2007,,Tanaman Buah,635,,Jakarta,635,,,,<F. Rahardi>,<Umum>,<T700538>
126,Agribisnis Tanaman Sayur,ayur,Text,,,,Penebar Swadaya,2008,,Tanaman Sayuran,635,,Jakarta,635,,,,<Tim Penulis PS>,<Umum>,<T700541>
127,Air,Air,Text,,,,Tira Pustaka,1986,,Pustaka Ilmu - Life,551.4,,Jakarta,551.4,,,,<Luna B. Leopold><Kenneth S. Davis>,<Pengetahuan Dewasa>,<T701742>
128,Air,Air,Text,,,,Elex Media Komputindo,2009,,Cerita Sains,551.2,,Jakarta,551.2,,,,<Sylvia Tanuadji>,<Cerita Anak>,<T702542>
129,Air & Mengapung,pung,Text,,,,Quality Press,,,Penemuan Ilmu Pengetahuan,627,,,627,,,,<Alan ward>,<Pengetahuan Anak>,<T700230>
130,Air Mata Buaya,uaya,Text,,,,Gramedia Pustaka Utama,2010,,Dongeng Tujuh Menit,813,,Jakarta,813,,,,<Clara Ng >,<Cerita Anak>,<T703348>
131,Air Terjun,rjun,Text,,,,Quality Press,,,Memahami Tentang Lingkungan,714,,,714,,,,<Jenny Wood>,<Pengetahuan Anak>,<T700260>
132,Ajakan Tuhan,uhan,Text,,,,BPK Gunung Mulia,1997,,Buku Rohani,248,,Jakarta,248,,,,<Marsudi Djojodipuro >,<Buku Rohani>,<T703884>
133,Aji Saka Suka Menolong,long,Text,,,,Serambi Ilmu Semesta,,,Little Serambi - The Best Cerita Rakyat,398.2,,,398.2,,,,<Ali Muakhir>,<Cerita Anak>,<T700051><T702724>
135,Aksentuasi  Perpustakaan dan Pustakawan,awan,Text,,,,Ikatan Pustakawan Indonesia,2006,,Perpustakaan,27,,Jakarta,27,,,,<Supriyanto>,<Umum>,<T700561>
136,Aksesori & Perlengkapan Anak dari Kain Felt,Felt,Text,,,,Gramedia Pustaka Utama,2007,,Kreasi,745.5,,Jakarta,745.5,,,,<Emi Risma Imawati>,<Aktivitas - Umum>,<T700550>
137,Aksesori Cantik dari Anyaman Tali Cord,Cord,Text,,,,Gramedia Pustaka Utama,2007,,Terampil Membuat,745.5,,Jakarta,745.5,,,,<Iva Hardiana >,<Aktivitas - Umum>,<T703968>
138,Aksesori Manik,anik,Text,,,,Gramedia Pustaka Utama,2007,,Kreatifitas,745.5,,Jakarta,745.5,,,,<Mia Yusmita Gofar >,<Aktivitas - Umum>,<T703966>
139,Aktor-aktor Allah,llah,Text,,,,BPK Gunung Mulia,2009,,Buku Rohani,220.9,,Jakarta,220.9,,,,<Max Lucado>,<Buku Rohani>,<T703063>
140,Aku Akan Berusaha (I Will Try My Best),est),Text,,,,Radani Edutainment,2004,,Read Alone,813,,Jakarta,813,,,,<Dedey Natalia >,<Cerita Anak>,<T703207>
141,Aku Anak Jujur,ujur,Text,,,,AD-Print Mitra Pustaka,2013,,Seri Anak Cerdas,,,Bandung,,,,,<Anee Rahman>,<Pengetahuan Anak>,<T704926>
142,Aku Bisa,Bisa,Text,,,,Tiga Serangkai,2005,,Kecil-kecil Pintar Berbahasa,813,,Solo,813,,,,<Tim Kreatif TPP AL Firdaus >,<Cerita Anak>,<T703195>
143,Aku Bisa Jaga Rumah,umah,Text,,,,Dar! Mizan,,,Cerita Balita,813,,Bandung,813,,,,<Ali Muakhir >,<Cerita Anak>,<T704157>
144,Aku Bisa Makan Sendiri,diri,Text,,,,Dar! Mizan,2007,,Cerita Balita Mio,813,,Jakarta,813,,,,<Eka Wardhana>,<Cerita Anak>,<T703201>
145,Aku Bisa! Aku Siap! Untuk SD/MI Kls III, III,Text,,,,Erlangga,2009,,Seri Buku Soal,370.76,,Jakarta,370.76,,,,<Bambang Sutejo >,<Buku Pelajaran>,<T703300>
146,Aku Bisa! Aku Siap! Untuk SD/MI Kls V,ls V,Text,,,,Erlangga,2009,,Seri Buku Soal,370.76,,Jakarta,370.76,,,,<Bambang Sutejo >,<Buku Pelajaran>,<T703301>
147,Aku dan Anakku,akku,Text,,,,Elex Media Komputindo,2009,,Hide & Seek,153.1,,Jakarta,153.1,,,,<Efik><Dian >,<Cerita Anak>,<T703696>
148,Aku dan Morgan,rgan,Text,,,,Alice Saputra Communications Co.,1996,,Seri Serendipity,823,,Bogor,823,,,,<Stephen Cosgrove>,<Cerita Anak>,<T701670>
149,Aku Ingin Menjadi Diplomat,omat,Text,,,,Erlangga,2008,,Seri Pengenalan Profesi,610.69,,Jakarta,610.69,,,,<Niquen Hananti>,<Pengetahuan Anak>,<T701620>
150,Aku Ingin Menjadi Dokter,kter,Text,,,,Erlangga,2007,,Seri Pengenalan Profesi,823,,Jakarta,823,,,,<Lusiana Rumintang>,<Pengetahuan Anak>,<T701622>
151,Aku Ingin Menjadi Insinyur Pertambangan,ngan,Text,,,,Erlangga Group,2007,,Seri Pengenalan Profesi,622.3,,Jakarta,622.3,,,,<Niquen Hananti>,<Pengetahuan Anak>,<T700955><T700956><T700957><T700958><T700959>
156,Aku Ingin Menjadi Pengacara,cara,Text,,,,Erlangga,2007,,Seri Pengenalan Profesi,353.1,,Jakarta,353.1,,,,<Lusiana Rumintang>,<Pengetahuan Anak>,<T701619>
157,Aku Ingin Menjadi Perawat,awat,Text,,,,Erlangga,2007,,Seri Pengenalan Profesi,610.69,,Jakarta,610.69,,,,<Irrebela Siswondo>,<Pengetahuan Anak>,<T701621>
158,Aku Ingin Punya Rumah,umah,Text,,,,Bhuana Ilmu Populer,2007,,Bilingual Book,813,,Jakarta,813,,,,<Meidya Derni>,<Cerita Anak>,<T700436><T704289>
